Id,Paper,DOI,Species,Year,Country,Sites,Experimental.design,Repetitions,Treatment,Nrates_kg_ha,Sowing.Date,Harvest_Date,Row_Space,Water,Water_applied,Genotype,W_ton_ha,Nupt_kg_ha,Nobs%,Npred%,W_LSD,W_CV,W_SE_min,W_SE_Max,Nconc_LSD,Nconc_SE_min,Nconc_SE_Max,Nupt_SE_min,Nupt_SE_Max,Sampling_time,Observation
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,Zhengdan 958,2.86,,2.37,2.37,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,Zhengdan 958,4.61,,2.01,2.01,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,Zhengdan 958,6.03,,1.89,1.89,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,Zhengdan 958,7.88,,1.72,1.72,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,Zhengdan 958,2.04,,3.14,3.14,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,Zhengdan 958,2.99,,2.85,2.85,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,Zhengdan 958,4.79,,2.59,2.59,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,Zhengdan 958,6.21,,2.31,2.31,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,Zhengdan 958,8.18,,2.14,2.14,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,Zhengdan 958,1.09,,2.25,2.25,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,Zhengdan 958,1.5,,2.02,2.02,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,Zhengdan 958,1.82,,1.72,1.72,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,Zhengdan 958,3.09,,1.58,1.58,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,Zhengdan 958,4,,1.43,1.43,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,Zhengdan 958,1.43,,2.5,2.5,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,Zhengdan 958,2.1,,2.17,2.17,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,Zhengdan 958,2.66,,1.93,1.93,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,Zhengdan 958,4.46,,1.79,1.79,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,Zhengdan 958,5.17,,1.63,1.63,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,Zhengdan 958,1.91,,2.7,2.7,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,Zhengdan 958,2.66,,2.48,2.48,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,Zhengdan 958,3.51,,2.05,2.05,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,Zhengdan 958,5.9,,1.84,1.84,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,Zhengdan 958,7.58,,1.76,1.76,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,Zhengdan 958,1.97,,3.12,3.12,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,Zhengdan 958,2.76,,2.83,2.83,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,Zhengdan 958,3.62,,2.38,2.38,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,Zhengdan 958,6.03,,2.15,2.15,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,Zhengdan 958,7.74,,2.07,2.07,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,0.85,,2.09,2.09,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,1.14,,2.08,2.08,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,1.81,,1.72,1.72,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,2.56,,1.54,1.54,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,3.65,,1.34,1.34,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N75,75,,,,Rainfed,,DH605,1.2,,2.42,2.42,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N75,75,,,,Rainfed,,DH605,1.5,,2.21,2.21,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N75,75,,,,Rainfed,,DH605,2.62,,1.92,1.92,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N75,75,,,,Rainfed,,DH605,3.64,,1.68,1.68,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N75,75,,,,Rainfed,,DH605,5.52,,1.53,1.53,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N150,150,,,,Rainfed,,DH605,1.82,,2.64,2.64,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N150,150,,,,Rainfed,,DH605,2.6,,2.31,2.31,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N150,150,,,,Rainfed,,DH605,4.29,,2.1,2.1,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N150,150,,,,Rainfed,,DH605,5.43,,1.94,1.94,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N150,150,,,,Rainfed,,DH605,6.9,,1.76,1.76,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,DH605,2.09,,2.79,2.79,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,DH605,3.54,,2.41,2.41,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,DH605,4.79,,2.22,2.22,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,DH605,6.43,,2.01,2.01,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N225,225,,,,Rainfed,,DH605,8.3,,1.88,1.88,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,DH605,2.17,,3.31,3.31,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,DH605,3.39,,2.89,2.89,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,DH605,5,,2.65,2.65,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,DH605,6.51,,2.42,2.42,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2015,China,"Xinxiang, Henan Province",Randomized complete block,3,N300,300,,,,Rainfed,,DH605,8.48,,2.24,2.24,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,0.95,,2.21,2.21,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,1.38,,2.07,2.07,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,1.95,,1.81,1.81,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,3.06,,1.67,1.67,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N0,0,,,,Rainfed,,DH605,4.14,,1.45,1.45,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,DH605,1.57,,2.47,2.47,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,DH605,2.5,,2.27,2.27,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,DH605,2.86,,2.01,2.01,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,DH605,4.16,,1.85,1.85,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N90,90,,,,Rainfed,,DH605,5.34,,1.68,1.68,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,DH605,2.12,,2.61,2.61,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,DH605,2.89,,2.32,2.32,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,DH605,3.82,,2.19,2.19,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,DH605,5.84,,1.97,1.97,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N180,180,,,,Rainfed,,DH605,8.2,,1.81,1.81,0,,0,0,,,,,,t5,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,DH605,2.17,,2.99,2.99,0,,0,0,,,,,,t1,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,DH605,2.86,,2.81,2.81,0,,0,0,,,,,,t2,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,DH605,3.64,,2.63,2.63,0,,0,0,,,,,,t3,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,DH605,6.01,,2.37,2.37,0,,0,0,,,,,,t4,
16,Zhao et al. (2018),10.1016/j.fcr.2018.09.005,Maize,2016,China,"Xinxiang, Henan Province",Randomized complete block,3,N270,270,,,,Rainfed,,DH605,8.42,,2.43,2.43,0,,0,0,,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,1.43,,2.96,2.96,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,1.52,,2.07,2.07,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,4.84,,1.36,1.36,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,6.71,,1.02,1.02,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,8.59,,0.82,0.82,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,9.77,,0.87,0.87,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,1.24,,3.13,3.13,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,1.75,,2.3,2.3,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,5.51,,1.79,1.79,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,7.58,,1.52,1.52,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,9.67,,1.18,1.18,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,10.18,,0.86,0.86,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,1.54,,2.9,2.9,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,1.67,,2.31,2.31,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,5.01,,1.81,1.81,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,7.89,,1.5,1.5,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,9.72,,1.42,1.42,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,12.07,,1.18,1.18,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,1.46,,3,3,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,1.57,,2.5,2.5,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,5.04,,2,2,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,7.23,,1.62,1.62,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,9.58,,1.46,1.46,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,150,,,,Rainfed,,Pioneer 39D82,11.25,,1.35,1.35,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,1.44,,2.89,2.89,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,1.77,,2.34,2.34,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,5.16,,1.91,1.91,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,7.42,,1.85,1.85,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,10.3,,1.43,1.43,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,200,,,,Rainfed,,Pioneer 39D82,11.95,,1.33,1.33,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,1.32,,2.96,2.96,0.2,,0,0,0.285,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,1.49,,2.48,2.48,0.33,,0,0,0.2025,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,5.44,,2.01,2.01,0.5,,0,0,0.165,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,7.93,,1.81,1.81,0.93,,0,0,0.2025,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,9.76,,1.47,1.47,1.05,,0,0,0.135,,,,,t5,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2004,Canada,St Louis,Randomized complete block,4,,250,,,,Rainfed,,Pioneer 39D82,11.66,,1.63,1.63,1.01,,0,0,0.255,,,,,t6,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,1.26,,1.75,1.75,0.26,,0,0,0.3294509,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,2.82,,1.31,1.31,0.81,,0,0,0.2171381,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,3.83,,1.01,1.01,0.74,,0,0,0.2246257,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,20,,,,Rainfed,,Pioneer 39D82,5.6,,0.85,0.85,0.97,,0,0,0.1347754,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,1.38,,2.19,2.19,0.26,,0,0,0.3294509,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,2.36,,1.86,1.86,0.81,,0,0,0.2171381,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,4.52,,1.32,1.32,0.74,,0,0,0.2246257,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,50,,,,Rainfed,,Pioneer 39D82,6.13,,1.03,1.03,0.97,,0,0,0.1347754,,,,,t4,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,1.32,,2.41,2.41,0.26,,0,0,0.3294509,,,,,t1,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,2.91,,2.1,2.1,0.81,,0,0,0.2171381,,,,,t2,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,5.27,,1.6,1.6,0.74,,0,0,0.2246257,,,,,t3,
17,Ziadi et al. (2008),10.2134/agronj2007.0059,Maize,2005,Canada,St Louis,Randomized complete block,4,,100,,,,Rainfed,,Pioneer 39D82,6.88,,1.22,1.22,0.97,,0,0,0.1347754,,,,,t4,
